,Station,Air Quality,Longitude,Latitude,O3 Hour,O3 Quality,O3 Value,NO2 Hour,NO2 Quality,NO2 Value,PM10 Hour,PM10 Quality,PM10 Value,Generated,Date Time
1279,Barcelona - Observ Fabra,Good,2.1239,41.4183,15h,Good,71.0,15h,Good,16.0,16h,Good,6.0,07/11/2018 16:00,1541603102
1280,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,16h,Good,16.0,,Good,0.0,07/11/2018 17:00,1541606703
1281,Barcelona - Eixample,Good,2.1538,41.3853,16h,Good,42.0,16h,Good,50.0,17h,Good,18.0,07/11/2018 17:00,1541606703
1282,Barcelona - Gràcia,Good,2.1534,41.3987,16h,Good,51.0,16h,Good,34.0,,Good,0.0,07/11/2018 17:00,1541606703
1283,Barcelona - Ciutadella,Good,2.1874,41.3864,16h,Good,47.0,16h,Good,39.0,,Good,0.0,07/11/2018 17:00,1541606703
1284,Barcelona - Vall Hebron,Good,2.148,41.4261,16h,Good,62.0,16h,Good,24.0,17h,Good,8.0,07/11/2018 17:00,1541606703
1285,Barcelona - Palau Reial,Good,2.1151,41.3875,16h,Good,54.0,16h,Good,21.0,17h,Good,8.0,07/11/2018 17:00,1541606703
1286,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,16h,Good,41.0,17h,Good,16.0,07/11/2018 17:00,1541606703
1287,Barcelona - Observ Fabra,Good,2.1239,41.4183,16h,Good,66.0,16h,Good,19.0,17h,Good,7.0,07/11/2018 17:00,1541606703
1288,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,17h,Good,22.0,,Good,0.0,07/11/2018 18:00,1541610303
1289,Barcelona - Eixample,Good,2.1538,41.3853,17h,Good,35.0,17h,Good,60.0,18h,Good,18.0,07/11/2018 18:00,1541610303
1290,Barcelona - Gràcia,Good,2.1534,41.3987,17h,Good,42.0,17h,Good,46.0,,Good,0.0,07/11/2018 18:00,1541610303
1291,Barcelona - Ciutadella,Good,2.1874,41.3864,17h,Good,44.0,17h,Good,43.0,,Good,0.0,07/11/2018 18:00,1541610303
1292,Barcelona - Vall Hebron,Good,2.148,41.4261,17h,Good,52.0,17h,Good,34.0,18h,Good,9.0,07/11/2018 18:00,1541610303
1293,Barcelona - Palau Reial,Good,2.1151,41.3875,17h,Good,49.0,17h,Good,28.0,18h,Good,9.0,07/11/2018 18:00,1541610303
1294,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,17h,Good,46.0,18h,Good,17.0,07/11/2018 18:00,1541610303
1295,Barcelona - Observ Fabra,Good,2.1239,41.4183,17h,Good,67.0,17h,Good,17.0,18h,Good,7.0,07/11/2018 18:00,1541610303
1296,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,18h,Good,60.0,,Good,0.0,07/11/2018 19:00,1541613903
1297,Barcelona - Eixample,Good,2.1538,41.3853,18h,Good,17.0,18h,Good,73.0,19h,Good,19.0,07/11/2018 19:00,1541613903
1298,Barcelona - Gràcia,Good,2.1534,41.3987,18h,Good,16.0,18h,Good,72.0,,Good,0.0,07/11/2018 19:00,1541613903
1299,Barcelona - Ciutadella,Good,2.1874,41.3864,17h,Good,44.0,17h,Good,43.0,,Good,0.0,07/11/2018 19:00,1541613903
1300,Barcelona - Vall Hebron,Good,2.148,41.4261,18h,Good,41.0,18h,Good,38.0,19h,Good,9.0,07/11/2018 19:00,1541613903
1301,Barcelona - Palau Reial,Good,2.1151,41.3875,18h,Good,17.0,18h,Good,61.0,18h,Good,9.0,07/11/2018 19:00,1541613903
1302,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,18h,Good,61.0,18h,Good,17.0,07/11/2018 19:00,1541613903
1303,Barcelona - Observ Fabra,Good,2.1239,41.4183,18h,Good,63.0,18h,Good,16.0,18h,Good,7.0,07/11/2018 19:00,1541613903
1304,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,19h,Good,78.0,,Good,0.0,07/11/2018 20:00,1541617503
1305,Barcelona - Eixample,Good,2.1538,41.3853,19h,Good,4.0,19h,Good,80.0,20h,Good,20.0,07/11/2018 20:00,1541617503
1306,Barcelona - Gràcia,Good,2.1534,41.3987,19h,Good,19.0,19h,Good,57.0,,Good,0.0,07/11/2018 20:00,1541617503
1307,Barcelona - Ciutadella,Good,2.1874,41.3864,19h,Good,7.0,19h,Good,83.0,,Good,0.0,07/11/2018 20:00,1541617503
1308,Barcelona - Vall Hebron,Good,2.148,41.4261,19h,Good,35.0,19h,Good,41.0,20h,Good,9.0,07/11/2018 20:00,1541617503
1309,Barcelona - Palau Reial,Good,2.1151,41.3875,19h,Good,39.0,19h,Good,28.0,20h,Good,9.0,07/11/2018 20:00,1541617503
1310,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,18h,Good,63.0,20h,Good,18.0,07/11/2018 20:00,1541617503
1311,Barcelona - Observ Fabra,Good,2.1239,41.4183,19h,Good,61.0,19h,Good,16.0,20h,Good,7.0,07/11/2018 20:00,1541617503
1312,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,20h,Good,65.0,,Good,0.0,07/11/2018 21:00,1541621103
1313,Barcelona - Eixample,Good,2.1538,41.3853,20h,Good,3.0,20h,Good,78.0,21h,Good,20.0,07/11/2018 21:00,1541621103
1314,Barcelona - Gràcia,Good,2.1534,41.3987,20h,Good,7.0,20h,Good,78.0,,Good,0.0,07/11/2018 21:00,1541621103
1315,Barcelona - Ciutadella,Good,2.1874,41.3864,20h,Good,7.0,20h,Good,83.0,,Good,0.0,07/11/2018 21:00,1541621103
1316,Barcelona - Vall Hebron,Good,2.148,41.4261,20h,Good,33.0,20h,Good,43.0,21h,Good,9.0,07/11/2018 21:00,1541621103
1317,Barcelona - Palau Reial,Good,2.1151,41.3875,20h,Good,2.0,20h,Good,78.0,21h,Good,10.0,07/11/2018 21:00,1541621103
1318,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,20h,Good,75.0,21h,Good,18.0,07/11/2018 21:00,1541621103
1319,Barcelona - Observ Fabra,Good,2.1239,41.4183,20h,Good,56.0,20h,Good,19.0,21h,Good,8.0,07/11/2018 21:00,1541621103
1320,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,21h,Good,75.0,,Good,0.0,07/11/2018 22:00,1541624702
1321,Barcelona - Eixample,Good,2.1538,41.3853,21h,Good,2.0,21h,Good,83.0,22h,Good,21.0,07/11/2018 22:00,1541624702
1322,Barcelona - Gràcia,Good,2.1534,41.3987,21h,Good,15.0,21h,Good,63.0,,Good,0.0,07/11/2018 22:00,1541624702
1323,Barcelona - Ciutadella,Good,2.1874,41.3864,21h,Good,13.0,21h,Good,71.0,,Good,0.0,07/11/2018 22:00,1541624702
1324,Barcelona - Vall Hebron,Good,2.148,41.4261,21h,Good,42.0,21h,Good,32.0,22h,Good,9.0,07/11/2018 22:00,1541624702
1325,Barcelona - Palau Reial,Good,2.1151,41.3875,21h,Good,27.0,21h,Good,38.0,22h,Good,10.0,07/11/2018 22:00,1541624702
1326,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,21h,Good,79.0,21h,Good,18.0,07/11/2018 22:00,1541624702
1327,Barcelona - Observ Fabra,Good,2.1239,41.4183,21h,Good,61.0,21h,Good,15.0,21h,Good,8.0,07/11/2018 22:00,1541624702
1328,Barcelona - Sants,--,2.1331,41.3788,,Good,0.0,,Good,0.0,,Good,0.0,07/11/2018 23:00,1541628303
1329,Barcelona - Eixample,Good,2.1538,41.3853,,Good,0.0,,Good,0.0,23h,Good,21.0,07/11/2018 23:00,1541628303
1330,Barcelona - Gràcia,--,2.1534,41.3987,,Good,0.0,,Good,0.0,,Good,0.0,07/11/2018 23:00,1541628303
1331,Barcelona - Ciutadella,--,2.1874,41.3864,,Good,0.0,,Good,0.0,,Good,0.0,07/11/2018 23:00,1541628303
1332,Barcelona - Vall Hebron,Good,2.148,41.4261,,Good,0.0,,Good,0.0,23h,Good,9.0,07/11/2018 23:00,1541628303
1333,Barcelona - Palau Reial,Good,2.1151,41.3875,,Good,0.0,,Good,0.0,23h,Good,11.0,07/11/2018 23:00,1541628303
1334,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,,Good,0.0,23h,Good,19.0,07/11/2018 23:00,1541628303
1335,Barcelona - Observ Fabra,Good,2.1239,41.4183,,Good,0.0,,Good,0.0,23h,Good,8.0,07/11/2018 23:00,1541628303
1336,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,23h,Good,50.0,,Good,0.0,08/11/2018 0:00,1541631905
1337,Barcelona - Eixample,Good,2.1538,41.3853,23h,Good,5.0,23h,Good,72.0,23h,Good,22.0,08/11/2018 0:00,1541631905
1338,Barcelona - Gràcia,Good,2.1534,41.3987,23h,Good,24.0,23h,Good,43.0,,Good,0.0,08/11/2018 0:00,1541631905
1339,Barcelona - Ciutadella,Good,2.1874,41.3864,23h,Good,3.0,23h,Good,68.0,,Good,0.0,08/11/2018 0:00,1541631905
1340,Barcelona - Vall Hebron,Good,2.148,41.4261,0h,Good,47.0,0h,Good,23.0,0h,Good,9.0,08/11/2018 0:00,1541631905
1341,Barcelona - Palau Reial,Good,2.1151,41.3875,0h,Good,48.0,0h,Good,13.0,0h,Good,11.0,08/11/2018 0:00,1541631905
1342,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,0h,Good,69.0,0h,Good,20.0,08/11/2018 0:00,1541631905
1343,Barcelona - Observ Fabra,Good,2.1239,41.4183,0h,Good,62.0,0h,Good,13.0,0h,Good,8.0,08/11/2018 0:00,1541631905
1344,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,0h,Good,46.0,,Good,0.0,08/11/2018 1:00,1541635503
1345,Barcelona - Eixample,Good,2.1538,41.3853,0h,Good,4.0,0h,Good,67.0,1h,Good,23.0,08/11/2018 1:00,1541635503
1346,Barcelona - Gràcia,Good,2.1534,41.3987,0h,Good,7.0,0h,Good,58.0,,Good,0.0,08/11/2018 1:00,1541635503
1347,Barcelona - Ciutadella,Good,2.1874,41.3864,0h,Good,12.0,0h,Good,53.0,,Good,0.0,08/11/2018 1:00,1541635503
1348,Barcelona - Vall Hebron,Good,2.148,41.4261,0h,Good,21.0,0h,Good,41.0,1h,Good,9.0,08/11/2018 1:00,1541635503
1349,Barcelona - Palau Reial,Good,2.1151,41.3875,0h,Good,34.0,0h,Good,20.0,1h,Good,11.0,08/11/2018 1:00,1541635503
1350,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,0h,Good,57.0,1h,Good,20.0,08/11/2018 1:00,1541635503
1351,Barcelona - Observ Fabra,Good,2.1239,41.4183,0h,Good,69.0,0h,Good,5.0,0h,Good,9.0,08/11/2018 1:00,1541635503
1352,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,1h,Good,44.0,,Good,0.0,08/11/2018 2:00,1541639103
1353,Barcelona - Eixample,Good,2.1538,41.3853,1h,Good,6.0,1h,Good,60.0,2h,Good,23.0,08/11/2018 2:00,1541639103
1354,Barcelona - Gràcia,Good,2.1534,41.3987,1h,Good,15.0,1h,Good,45.0,,Good,0.0,08/11/2018 2:00,1541639103
1355,Barcelona - Ciutadella,Good,2.1874,41.3864,1h,Good,10.0,1h,Good,52.0,,Good,0.0,08/11/2018 2:00,1541639103
1356,Barcelona - Vall Hebron,Good,2.148,41.4261,1h,Good,33.0,1h,Good,30.0,2h,Good,9.0,08/11/2018 2:00,1541639103
1357,Barcelona - Palau Reial,Good,2.1151,41.3875,1h,Good,26.0,1h,Good,28.0,2h,Good,12.0,08/11/2018 2:00,1541639103
1358,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,1h,Good,58.0,2h,Good,21.0,08/11/2018 2:00,1541639103
1359,Barcelona - Observ Fabra,Good,2.1239,41.4183,1h,Good,65.0,1h,Good,7.0,2h,Good,9.0,08/11/2018 2:00,1541639103
1360,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,2h,Good,42.0,,Good,0.0,08/11/2018 3:00,1541642703
1361,Barcelona - Eixample,Good,2.1538,41.3853,2h,Good,14.0,2h,Good,45.0,2h,Good,23.0,08/11/2018 3:00,1541642703
1362,Barcelona - Gràcia,Good,2.1534,41.3987,2h,Good,34.0,2h,Good,23.0,,Good,0.0,08/11/2018 3:00,1541642703
1363,Barcelona - Ciutadella,Good,2.1874,41.3864,2h,Good,26.0,2h,Good,33.0,,Good,0.0,08/11/2018 3:00,1541642703
1364,Barcelona - Vall Hebron,Good,2.148,41.4261,2h,Good,41.0,2h,Good,21.0,2h,Good,9.0,08/11/2018 3:00,1541642703
1365,Barcelona - Palau Reial,Good,2.1151,41.3875,2h,Good,33.0,2h,Good,16.0,3h,Good,12.0,08/11/2018 3:00,1541642703
1366,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,2h,Good,41.0,3h,Good,21.0,08/11/2018 3:00,1541642703
1367,Barcelona - Observ Fabra,Good,2.1239,41.4183,2h,Good,63.0,2h,Good,8.0,3h,Good,9.0,08/11/2018 3:00,1541642703
1368,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,3h,Good,54.0,,Good,0.0,08/11/2018 4:00,1541646303
1369,Barcelona - Eixample,Good,2.1538,41.3853,3h,Good,18.0,3h,Good,36.0,4h,Good,23.0,08/11/2018 4:00,1541646303
1370,Barcelona - Gràcia,Good,2.1534,41.3987,3h,Good,39.0,3h,Good,16.0,,Good,0.0,08/11/2018 4:00,1541646303
1371,Barcelona - Ciutadella,Good,2.1874,41.3864,3h,Good,23.0,3h,Good,33.0,,Good,0.0,08/11/2018 4:00,1541646303
1372,Barcelona - Vall Hebron,Good,2.148,41.4261,3h,Good,44.0,3h,Good,14.0,4h,Good,9.0,08/11/2018 4:00,1541646303
1373,Barcelona - Palau Reial,Good,2.1151,41.3875,3h,Good,43.0,3h,Good,7.0,4h,Good,12.0,08/11/2018 4:00,1541646303
1374,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,3h,Good,42.0,4h,Good,21.0,08/11/2018 4:00,1541646303
1375,Barcelona - Observ Fabra,Good,2.1239,41.4183,3h,Good,63.0,3h,Good,6.0,3h,Good,9.0,08/11/2018 4:00,1541646303
1376,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,4h,Good,33.0,,Good,0.0,08/11/2018 5:00,1541649903
1377,Barcelona - Eixample,Good,2.1538,41.3853,4h,Good,11.0,4h,Good,41.0,5h,Good,23.0,08/11/2018 5:00,1541649903
1378,Barcelona - Gràcia,Good,2.1534,41.3987,4h,Good,32.0,4h,Good,21.0,,Good,0.0,08/11/2018 5:00,1541649903
1379,Barcelona - Ciutadella,Good,2.1874,41.3864,4h,Good,24.0,4h,Good,29.0,,Good,0.0,08/11/2018 5:00,1541649903
1380,Barcelona - Vall Hebron,Good,2.148,41.4261,4h,Good,40.0,4h,Good,15.0,5h,Good,10.0,08/11/2018 5:00,1541649903
1381,Barcelona - Palau Reial,Good,2.1151,41.3875,4h,Good,38.0,4h,Good,12.0,5h,Good,12.0,08/11/2018 5:00,1541649903
1382,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,4h,Good,41.0,5h,Good,22.0,08/11/2018 5:00,1541649903
1383,Barcelona - Observ Fabra,Good,2.1239,41.4183,4h,Good,64.0,4h,Good,4.0,5h,Good,9.0,08/11/2018 5:00,1541649903
1384,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,5h,Good,18.0,,Good,0.0,08/11/2018 6:00,1541653503
1385,Barcelona - Eixample,Good,2.1538,41.3853,5h,Good,13.0,5h,Good,36.0,5h,Good,23.0,08/11/2018 6:00,1541653503
1386,Barcelona - Gràcia,Good,2.1534,41.3987,5h,Good,32.0,5h,Good,19.0,,Good,0.0,08/11/2018 6:00,1541653503
1387,Barcelona - Ciutadella,Good,2.1874,41.3864,5h,Good,15.0,5h,Good,33.0,,Good,0.0,08/11/2018 6:00,1541653503
1388,Barcelona - Vall Hebron,Good,2.148,41.4261,5h,Good,40.0,5h,Good,12.0,5h,Good,10.0,08/11/2018 6:00,1541653503
1389,Barcelona - Palau Reial,Good,2.1151,41.3875,5h,Good,37.0,5h,Good,13.0,5h,Good,12.0,08/11/2018 6:00,1541653503
1390,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,5h,Good,41.0,6h,Good,22.0,08/11/2018 6:00,1541653503
1391,Barcelona - Observ Fabra,Good,2.1239,41.4183,5h,Good,61.0,5h,Good,5.0,6h,Good,9.0,08/11/2018 6:00,1541653503
1392,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,6h,Good,20.0,,Good,0.0,08/11/2018 7:00,1541657103
1393,Barcelona - Eixample,Good,2.1538,41.3853,6h,Good,7.0,6h,Good,46.0,7h,Good,23.0,08/11/2018 7:00,1541657103
1394,Barcelona - Gràcia,Good,2.1534,41.3987,6h,Good,28.0,6h,Good,23.0,,Good,0.0,08/11/2018 7:00,1541657103
1395,Barcelona - Ciutadella,Good,2.1874,41.3864,6h,Good,7.0,6h,Good,38.0,,Good,0.0,08/11/2018 7:00,1541657103
1396,Barcelona - Vall Hebron,Good,2.148,41.4261,6h,Good,30.0,6h,Good,22.0,7h,Good,10.0,08/11/2018 7:00,1541657103
1397,Barcelona - Palau Reial,Good,2.1151,41.3875,6h,Good,39.0,6h,Good,11.0,7h,Good,13.0,08/11/2018 7:00,1541657103
1398,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,6h,Good,41.0,7h,Good,22.0,08/11/2018 7:00,1541657103
1399,Barcelona - Observ Fabra,Good,2.1239,41.4183,6h,Good,60.0,6h,Good,6.0,7h,Good,10.0,08/11/2018 7:00,1541657103
1400,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,7h,Good,28.0,,Good,0.0,08/11/2018 8:00,1541660703
1401,Barcelona - Eixample,Good,2.1538,41.3853,7h,Good,3.0,7h,Good,65.0,8h,Good,22.0,08/11/2018 8:00,1541660703
1402,Barcelona - Gràcia,Good,2.1534,41.3987,7h,Good,20.0,7h,Good,37.0,,Good,0.0,08/11/2018 8:00,1541660703
1403,Barcelona - Ciutadella,Good,2.1874,41.3864,7h,Good,3.0,7h,Good,45.0,,Good,0.0,08/11/2018 8:00,1541660703
1404,Barcelona - Vall Hebron,Good,2.148,41.4261,7h,Good,14.0,7h,Good,47.0,8h,Good,9.0,08/11/2018 8:00,1541660703
1405,Barcelona - Palau Reial,Good,2.1151,41.3875,7h,Good,36.0,7h,Good,17.0,8h,Good,13.0,08/11/2018 8:00,1541660703
1406,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,6h,Good,41.0,8h,Good,22.0,08/11/2018 8:00,1541660703
1407,Barcelona - Observ Fabra,Good,2.1239,41.4183,7h,Good,63.0,7h,Good,7.0,8h,Good,9.0,08/11/2018 8:00,1541660703
1408,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,8h,Good,54.0,,Good,0.0,08/11/2018 9:00,1541664304
1409,Barcelona - Eixample,Good,2.1538,41.3853,8h,Good,2.0,8h,Good,85.0,9h,Good,21.0,08/11/2018 9:00,1541664304
1410,Barcelona - Gràcia,Good,2.1534,41.3987,8h,Good,3.0,8h,Good,70.0,,Good,0.0,08/11/2018 9:00,1541664304
1411,Barcelona - Ciutadella,Good,2.1874,41.3864,8h,Good,2.0,8h,Good,56.0,,Good,0.0,08/11/2018 9:00,1541664304
1412,Barcelona - Vall Hebron,Good,2.148,41.4261,8h,Good,4.0,8h,Good,70.0,8h,Good,10.0,08/11/2018 9:00,1541664304
1413,Barcelona - Palau Reial,Good,2.1151,41.3875,8h,Good,19.0,8h,Good,42.0,8h,Good,12.0,08/11/2018 9:00,1541664304
1414,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,8h,Good,51.0,8h,Good,22.0,08/11/2018 9:00,1541664304
1415,Barcelona - Observ Fabra,Good,2.1239,41.4183,8h,Good,63.0,8h,Good,11.0,9h,Good,10.0,08/11/2018 9:00,1541664304
1416,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,9h,Good,63.0,,Good,0.0,08/11/2018 10:00,1541667903
1417,Barcelona - Eixample,Moderate,2.1538,41.3853,9h,Good,3.0,9h,Moderate,101.0,10h,Good,21.0,08/11/2018 10:00,1541667903
1418,Barcelona - Gràcia,Good,2.1534,41.3987,9h,Good,7.0,9h,Good,71.0,,Good,0.0,08/11/2018 10:00,1541667903
1419,Barcelona - Ciutadella,Good,2.1874,41.3864,9h,Good,2.0,9h,Good,67.0,,Good,0.0,08/11/2018 10:00,1541667903
1420,Barcelona - Vall Hebron,Good,2.148,41.4261,9h,Good,6.0,9h,Good,68.0,10h,Good,10.0,08/11/2018 10:00,1541667903
1421,Barcelona - Palau Reial,Good,2.1151,41.3875,9h,Good,7.0,9h,Good,65.0,10h,Good,12.0,08/11/2018 10:00,1541667903
1422,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,9h,Good,58.0,10h,Good,20.0,08/11/2018 10:00,1541667903
1423,Barcelona - Observ Fabra,Good,2.1239,41.4183,9h,Good,65.0,9h,Good,14.0,10h,Good,10.0,08/11/2018 10:00,1541667903
1424,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,10h,Good,60.0,,Good,0.0,08/11/2018 11:00,1541671503
1425,Barcelona - Eixample,Good,2.1538,41.3853,10h,Good,8.0,10h,Good,89.0,11h,Good,21.0,08/11/2018 11:00,1541671503
1426,Barcelona - Gràcia,Good,2.1534,41.3987,9h,Good,7.0,9h,Good,71.0,,Good,0.0,08/11/2018 11:00,1541671503
1427,Barcelona - Ciutadella,Good,2.1874,41.3864,10h,Good,4.0,10h,Good,70.0,,Good,0.0,08/11/2018 11:00,1541671503
1428,Barcelona - Vall Hebron,Good,2.148,41.4261,10h,Good,18.0,10h,Good,50.0,11h,Good,10.0,08/11/2018 11:00,1541671503
1429,Barcelona - Palau Reial,Good,2.1151,41.3875,10h,Good,24.0,10h,Good,49.0,11h,Good,13.0,08/11/2018 11:00,1541671503
1430,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,10h,Good,63.0,11h,Good,22.0,08/11/2018 11:00,1541671503
1431,Barcelona - Observ Fabra,Good,2.1239,41.4183,10h,Good,60.0,10h,Good,22.0,11h,Good,10.0,08/11/2018 11:00,1541671503
1432,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,11h,Good,52.0,,Good,0.0,08/11/2018 12:00,1541675103
1433,Barcelona - Eixample,Good,2.1538,41.3853,11h,Good,12.0,11h,Good,77.0,12h,Good,22.0,08/11/2018 12:00,1541675103
1434,Barcelona - Gràcia,Good,2.1534,41.3987,11h,Good,19.0,11h,Good,62.0,,Good,0.0,08/11/2018 12:00,1541675103
1435,Barcelona - Ciutadella,Good,2.1874,41.3864,11h,Good,6.0,11h,Good,70.0,,Good,0.0,08/11/2018 12:00,1541675103
1436,Barcelona - Vall Hebron,Good,2.148,41.4261,11h,Good,33.0,11h,Good,41.0,11h,Good,10.0,08/11/2018 12:00,1541675103
1437,Barcelona - Palau Reial,Good,2.1151,41.3875,10h,Good,24.0,10h,Good,49.0,11h,Good,13.0,08/11/2018 12:00,1541675103
1438,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,11h,Good,70.0,11h,Good,23.0,08/11/2018 12:00,1541675103
1439,Barcelona - Observ Fabra,Good,2.1239,41.4183,11h,Good,55.0,11h,Good,27.0,12h,Good,10.0,08/11/2018 12:00,1541675103
1440,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,12h,Good,47.0,,Good,0.0,08/11/2018 13:00,1541678703
1441,Barcelona - Eixample,Good,2.1538,41.3853,12h,Good,14.0,12h,Good,78.0,13h,Good,23.0,08/11/2018 13:00,1541678703
1442,Barcelona - Gràcia,Good,2.1534,41.3987,12h,Good,23.0,12h,Good,64.0,,Good,0.0,08/11/2018 13:00,1541678703
1443,Barcelona - Ciutadella,Good,2.1874,41.3864,12h,Good,22.0,12h,Good,52.0,,Good,0.0,08/11/2018 13:00,1541678703
1444,Barcelona - Vall Hebron,Good,2.148,41.4261,12h,Good,30.0,12h,Good,44.0,13h,Good,11.0,08/11/2018 13:00,1541678703
1445,Barcelona - Palau Reial,Good,2.1151,41.3875,11h,--,0.0,11h,--,0.0,13h,Good,14.0,08/11/2018 13:00,1541678703
1446,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,12h,Good,52.0,13h,Good,25.0,08/11/2018 13:00,1541678703
1447,Barcelona - Observ Fabra,Good,2.1239,41.4183,12h,Good,56.0,12h,Good,16.0,13h,Good,10.0,08/11/2018 13:00,1541678703
1448,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,13h,Good,39.0,,Good,0.0,08/11/2018 14:00,1541682303
1449,Barcelona - Eixample,Good,2.1538,41.3853,13h,Good,28.0,13h,Good,62.0,14h,Good,23.0,08/11/2018 14:00,1541682303
1450,Barcelona - Gràcia,Good,2.1534,41.3987,13h,Good,34.0,13h,Good,53.0,,Good,0.0,08/11/2018 14:00,1541682303
1451,Barcelona - Ciutadella,Good,2.1874,41.3864,13h,Good,47.0,13h,Good,22.0,,Good,0.0,08/11/2018 14:00,1541682303
1452,Barcelona - Vall Hebron,Good,2.148,41.4261,13h,Good,42.0,13h,Good,36.0,14h,Good,11.0,08/11/2018 14:00,1541682303
1453,Barcelona - Palau Reial,Good,2.1151,41.3875,12h,--,0.0,12h,--,0.0,14h,Good,13.0,08/11/2018 14:00,1541682303
1454,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,13h,Good,27.0,14h,Good,25.0,08/11/2018 14:00,1541682303
1455,Barcelona - Observ Fabra,Good,2.1239,41.4183,13h,Good,55.0,13h,Good,28.0,14h,Good,10.0,08/11/2018 14:00,1541682303
1456,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,14h,Good,49.0,,Good,0.0,08/11/2018 15:00,1541685905
1457,Barcelona - Eixample,Good,2.1538,41.3853,14h,Good,16.0,14h,Good,71.0,15h,Good,23.0,08/11/2018 15:00,1541685905
1458,Barcelona - Gràcia,Good,2.1534,41.3987,14h,Good,19.0,14h,Good,66.0,,Good,0.0,08/11/2018 15:00,1541685905
1459,Barcelona - Ciutadella,Good,2.1874,41.3864,14h,Good,29.0,14h,Good,47.0,,Good,0.0,08/11/2018 15:00,1541685905
1460,Barcelona - Vall Hebron,Good,2.148,41.4261,14h,Good,20.0,14h,Good,54.0,15h,Good,11.0,08/11/2018 15:00,1541685905
1461,Barcelona - Palau Reial,Good,2.1151,41.3875,12h,--,0.0,12h,--,0.0,14h,Good,13.0,08/11/2018 15:00,1541685905
1462,Barcelona - Poblenou,Good,2.2045,41.4039,,Good,0.0,14h,Good,48.0,14h,Good,25.0,08/11/2018 15:00,1541685905
1463,Barcelona - Observ Fabra,Good,2.1239,41.4183,14h,Good,33.0,14h,Good,45.0,14h,Good,11.0,08/11/2018 15:00,1541685905
1464,Barcelona - Sants,Good,2.1331,41.3788,,Good,0.0,15h,Good,49.0,,Good,0.0,08/11/2018 16:00,1541689503
1465,Barcelona - Eixample,Good,2.1538,41.3853,15h,Good,21.0,15h,Good,71.0,16h,Good,24.0,08/11/2018 16:00,1541689503
1466,Barcelona - Gràcia,Good,2.1534,41.3987,15h,Good,28.0,15h,Good,57.0,,Good,0.0,08/11/2018 16:00,1541689503
1467,Barcelona - Ciutadella,Good,2.1874,41.3864,15h,Good,40.0,15h,Good,32.0,,Good,0.0,08/11/2018 16:00,1541689503
1468,Barcelona - Vall Hebron,Good,2.148,41.4261,15h,Good,32.0,15h,Good,47.0,16h,Good,12.0,08/11/2018 16:00,1541689503
